Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Purchase,Month Number
0,0,0,0,17,437.1666667,1.11%,3.33%,0,0,Feb,2,4,1,3,Returning_Visitor,FALSE,FALSE,0,2
0,0,0,0,3,55,6.67%,10.00%,0,0.6,Feb,1,1,1,3,Returning_Visitor,FALSE,FALSE,0,2
0,0,0,0,1,0,20.00%,20.00%,0,0.8,Feb,1,1,1,2,Returning_Visitor,TRUE,FALSE,0,2
5,41.3,0,0,24,446.9277778,0.00%,0.86%,0,1,Feb,2,2,8,1,Returning_Visitor,TRUE,FALSE,0,2
3,87,0,0,10,320.5,0.00%,1.54%,0,0,Feb,1,1,2,3,Returning_Visitor,FALSE,FALSE,0,2
0,0,0,0,7,666,0.00%,1.43%,0,0,Feb,1,1,6,2,Returning_Visitor,FALSE,FALSE,0,2
1,0,0,0,21,405.7095238,1.07%,4.70%,0,0,Feb,1,1,1,4,Returning_Visitor,FALSE,FALSE,0,2
0,0,0,0,6,163.25,3.33%,3.33%,0,0.6,Feb,1,1,6,2,Returning_Visitor,FALSE,FALSE,0,2
0,0,0,0,17,284.25,0.00%,1.18%,0,0,Feb,3,2,6,2,Returning_Visitor,TRUE,FALSE,0,2
0,0,0,0,1,0,20.00%,20.00%,0,0.6,Feb,4,2,1,3,Returning_Visitor,FALSE,FALSE,0,2
0,0,0,0,1,0,20.00%,20.00%,0,0,Feb,2,4,1,1,Returning_Visitor,FALSE,FALSE,0,2
0,0,0,0,8,260,0.83%,2.50%,0,0.8,Feb,3,2,1,3,Returning_Visitor,TRUE,FALSE,0,2
0,0,16,1210.397619,5,279.8571429,0.32%,1.28%,0,0,Mar,2,2,1,8,Returning_Visitor,FALSE,FALSE,0,3
0,0,0,0,20,927.45,1.11%,2.72%,8.000740741,0,Mar,1,1,3,1,Returning_Visitor,FALSE,FALSE,0,3
2,9,0,0,50,836.8,0.00%,0.63%,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE,0,3
10,293.7782051,2,153,96,3283.166739,0.20%,1.35%,0,0,Mar,3,2,6,2,Returning_Visitor,TRUE,FALSE,0,3
9,111.5,1,48.5,49,1868.819697,0.00%,2.07%,1.706014966,0,Mar,2,2,7,2,Returning_Visitor,FALSE,TRUE,1,3
3,47,1,51,68,3008.124108,0.71%,1.67%,46.53017511,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,0,3
0,0,0,0,2,0,20.00%,20.00%,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE,0,3
3,1226,5,3,24,3230.25,3.62%,9.60%,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE,0,3
3,52,0,0,9,319,0.00%,2.00%,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE,0,3
0,0,0,0,3,42,0.00%,6.67%,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE,0,3
0,0,0,0,22,354.3333333,0.91%,5.77%,0,0,Mar,1,1,7,2,Returning_Visitor,TRUE,FALSE,0,3
0,0,0,0,98,3556.61241,0.21%,1.02%,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE,0,3
2,56,1,144,67,2563.783333,0.00%,0.58%,19.34265017,0,Mar,2,2,4,2,New_Visitor,FALSE,TRUE,1,3
3,112.9607843,0,0,13,3014.018519,1.31%,6.14%,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE,0,3
0,0,0,0,17,840.2333333,0.00%,0.17%,109.176,0,Mar,2,2,9,2,New_Visitor,FALSE,TRUE,1,3
3,94,2,125,55,1970.844805,0.00%,0.17%,96.25511582,0,Mar,2,4,1,2,New_Visitor,TRUE,TRUE,1,3
1,32,0,0,50,2867,0.00%,0.40%,153.4432478,0,Mar,2,2,7,8,Returning_Visitor,TRUE,TRUE,1,3
0,0,0,0,5,43,0.00%,4.00%,0,0,Mar,1,1,1,9,Returning_Visitor,TRUE,FALSE,0,3
5,218,0,0,13,284.5,0.00%,0.42%,0,0,Mar,1,1,1,2,New_Visitor,FALSE,FALSE,0,3
0,0,0,0,3,133.5,0.00%,8.89%,0,0,Mar,1,2,1,8,Returning_Visitor,FALSE,FALSE,0,3
1,119,0,0,12,297.6666667,0.00%,0.83%,0,0,Mar,3,2,1,10,Returning_Visitor,FALSE,FALSE,0,3
3,281,0,0,16,453.75,0.00%,0.53%,0,0,Mar,2,2,5,2,New_Visitor,FALSE,FALSE,0,3
1,18,0,0,16,1331.75,0.00%,1.25%,33.79956701,0,Mar,2,5,2,3,New_Visitor,FALSE,TRUE,1,3
2,40,0,0,5,558.5,0.00%,2.86%,0,0,Mar,2,2,7,2,New_Visitor,TRUE,FALSE,0,3
3,107,0,0,4,145.8333333,0.00%,1.67%,0,0,Mar,3,2,7,1,New_Visitor,FALSE,FALSE,0,3
0,0,0,0,8,731,0.00%,4.38%,0,0,Mar,2,4,1,3,Returning_Visitor,FALSE,FALSE,0,3
2,49,1,127,4,188,3.33%,3.75%,0,0,Mar,3,2,3,2,Returning_Visitor,FALSE,FALSE,0,3
0,0,0,0,14,565.3333333,3.76%,4.95%,0,0,Mar,2,6,3,1,Returning_Visitor,FALSE,FALSE,0,3
0,0,0,0,2,50,0.00%,5.00%,0,0,Mar,3,2,8,11,Returning_Visitor,FALSE,FALSE,0,3
4,57,0,0,7,591,0.67%,3.33%,0,0,Mar,1,2,6,6,Returning_Visitor,TRUE,FALSE,0,3
2,2,3,261,10,281,0.00%,4.29%,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE,0,3
2,123,2,306.3333333,18,483.8333333,0.00%,2.00%,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE,0,3
2,118,0,0,4,42,0.00%,6.67%,0,0,Mar,1,2,7,3,Returning_Visitor,FALSE,FALSE,0,3
0,0,0,0,35,1192.386111,0.57%,2.86%,0,0,Mar,2,4,2,2,Returning_Visitor,FALSE,FALSE,0,3
